"","model_type","R0","gamma_val","omega_val","omega_m_val","kappa_val","rho_val","epsilon_val","mu_val","mj_val","m_val","delta_t","c","s","phi","c_v","s_v","phi_v","zeta","disp","d","loglik","loglik.se"
"1",3,11.6721587317174,0,0,0.799,5000,57.3672323712366,0.314586317056221,1.37,0.5,0.187,365,58.2406724907455,78.4873200098205,9.55505560307583,1,6.60389724817406,0.334058366067288,0.779070612320062,869.703196051179,23.6473156490456,-56.1490575611873,0.107733833127392
"2",3,10.6404999916192,0,0,0.799,5000,181.726709304357,11.9654656611368,1.37,0.5,0.187,365,81.0132295033329,41.752470623525,8.78739771938688,1,2.8759875739264,0.134085287262371,0.64335132660246,22.4668341420008,11.8061432198535,-56.3287652274445,0.00612661414987388
"3",3,7.04441148254664,0,0,0.799,5000,36.3679637531121,6.70572342725436,1.37,0.5,0.187,365,99.6691114364638,25.400953485364,5.69672000840044,1,3.07907423060515,0.0172990902674374,0.912647534610108,22.1101836750939,4.38199536854244,-56.4222314552926,0.00691470971693115
"4",3,10.3369593138025,0,0,0.799,5000,84.0727976336088,22.2574157122627,1.37,0.5,0.187,365,76.6674909689386,45.0549051631085,8.70825292073397,1,2.99132640370874,0.0698975022651737,0.628288677558707,22.0205830671661,4.36090258662555,-56.6306516609762,0.00294067633289884
"5",3,13.4148216236637,0,0,0.799,5000,126.613891637374,10.870955091275,1.37,0.5,0.187,365,16.6378649237473,99.1791968923316,6.77143369781581,1,2.67494147070761,0.205329566739483,0.373454669368407,20.4676466353047,10.7092071570694,-57.0096438360025,0.00976634193744621
"6",3,10.6934666708626,0,0,0.799,5000,175.78494364575,4.24636514946994,1.37,0.5,0.187,365,11.5190371058377,94.7108777320932,8.63716378747482,1,2.65473992311429,0.23151836372931,0.607284563540345,23.3759561475274,18.8763462055069,-57.0328061684463,0.0093959460928281
"7",3,11.8252552983239,0,0,0.799,5000,29.7624370125009,3.09632393910235,1.37,0.5,0.187,365,12.6927236450805,294.551940717992,6.71220450700612,1,2.76589785286784,0.13015263886866,0.888952504344212,20.7417465877818,3.64956838429943,-57.112609028318,0.00822435843715795
"8",3,9.30782712577986,0,0,0.799,5000,238.370848989041,6.86341791735988,1.37,0.5,0.187,365,23.4497113477168,101.623447300548,4.37025098466036,1,2.49750693003066,0.240708234255984,0.943397652389297,20.6341959971335,10.4044502912886,-57.1444041465691,0.00590336636160275
"9",3,25.7688494222107,0,0,0.799,5000,93.1056857027101,6.45611452608747,1.37,0.5,0.187,365,23.3981143078102,124.172730552177,16.8828455733748,1,2.71578327925901,0.206920734237438,0.820743226874366,22.0783114179133,5.45781973691244,-57.1530322743395,0.00333194788302217
"10",3,10.5716809230263,0,0,0.799,5000,175.375725343784,21.9469168826155,1.37,0.5,0.187,365,24.7472504003763,120.431288840996,5.30155840254849,1,2.79528217031087,0.195056055175133,0.558233500087579,20.4343307531742,5.63881423608086,-57.2230329169983,0.00559941011742413
